name,url,country,revision_id,quality_score
Majah Ha Adrif,https://en.wikipedia.org/wiki/Majah_Ha_Adrif,Afghanistan,1233202991,Start
Haroon al-Afghani,https://en.wikipedia.org/wiki/Haroon_al-Afghani,Afghanistan,1230459615,B
Tayyab Agha,https://en.wikipedia.org/wiki/Tayyab_Agha,Afghanistan,1225661708,Start
Khadija Zahra Ahmadi,https://en.wikipedia.org/wiki/Khadija_Zahra_Ahmadi,Afghanistan,1234741562,Stub
Aziza Ahmadyar,https://en.wikipedia.org/wiki/Aziza_Ahmadyar,Afghanistan,1195651393,Start
Muqadasa Ahmadzai,https://en.wikipedia.org/wiki/Muqadasa_Ahmadzai,Afghanistan,1235521766,Start
Mohammad Sarwar Ahmedzai,https://en.wikipedia.org/wiki/Mohammad_Sarwar_Ahmedzai,Afghanistan,1176429234,Start
Amir Muhammad Akhundzada,https://en.wikipedia.org/wiki/Amir_Muhammad_Akhundzada,Afghanistan,1247931713,Start
Nasrullah Baryalai Arsalai,https://en.wikipedia.org/wiki/Nasrullah_Baryalai_Arsalai,Afghanistan,1225385278,Start
Abdul Rahim Ayoubi,https://en.wikipedia.org/wiki/Abdul_Rahim_Ayoubi,Afghanistan,1226326055,Start
Ismael Balkhi,https://en.wikipedia.org/wiki/Ismael_Balkhi,Afghanistan,1244521219,Start
Abdul Baqi Turkistani,https://en.wikipedia.org/wiki/Abdul_Baqi_Turkistani,Afghanistan,1231655023,Stub
Mohammad Ghous Bashiri,https://en.wikipedia.org/wiki/Mohammad_Ghous_Bashiri,Afghanistan,1237694188,Start
Jan Baz,https://en.wikipedia.org/wiki/Jan_Baz,Afghanistan,1227635806,Stub
Bashir Ahmad Bezan,https://en.wikipedia.org/wiki/Bashir_Ahmad_Bezan,Afghanistan,1248505877,Start
Rafiullah Bidar,https://en.wikipedia.org/wiki/Rafiullah_Bidar,Afghanistan,1197443408,Stub
Mohammad Siddiq Chakari,https://en.wikipedia.org/wiki/Mohammad_Siddiq_Chakari,Afghanistan,1134129082,Stub
Cheragh Ali Cheragh,https://en.wikipedia.org/wiki/Cheragh_Ali_Cheragh,Afghanistan,1193992206,Start
Nasir Ahmad Durrani,https://en.wikipedia.org/wiki/Nasir_Ahmad_Durrani,Afghanistan,988838315,Stub
Muhammad Hashim Esmatullahi,https://en.wikipedia.org/wiki/Muhammad_Hashim_Esmatullahi,Afghanistan,949986748,Stub
Ezatullah (Nangarhar),https://en.wikipedia.org/wiki/Ezatullah_(Nangarhar),Afghanistan,1158302291,Stub
Aimal Faizi,https://en.wikipedia.org/wiki/Aimal_Faizi,Afghanistan,1185105938,Stub
Gajinder Singh Safri,https://en.wikipedia.org/wiki/Gajinder_Singh_Safri,Afghanistan,1212323536,Stub
Sharif Ghalib,https://en.wikipedia.org/wiki/Sharif_Ghalib,Afghanistan,1245967190,Start
Hashmat Ghani Ahmadzai,https://en.wikipedia.org/wiki/Hashmat_Ghani_Ahmadzai,Afghanistan,1207743719,C
Abdul Ghani Ghani,https://en.wikipedia.org/wiki/Abdul_Ghani_Ghani,Afghanistan,1227026187,Stub
Ghulam Ghaus,https://en.wikipedia.org/wiki/Ghulam_Ghaus,Afghanistan,1158659195,Stub
Ghulam Muhammad Ghobar,https://en.wikipedia.org/wiki/Ghulam_Muhammad_Ghobar,Afghanistan,1240993642,Stub
Mohammad Gul (Helmand Council),https://en.wikipedia.org/wiki/Mohammad_Gul_(Helmand_Council),Afghanistan,1136611354,Stub
Sayed Yousuf Halim,https://en.wikipedia.org/wiki/Sayed_Yousuf_Halim,Afghanistan,1234514565,Stub
Rangina Hamidi,https://en.wikipedia.org/wiki/Rangina_Hamidi,Afghanistan,1234743111,C
Sayed Zafar Hashemi,https://en.wikipedia.org/wiki/Sayed_Zafar_Hashemi,Afghanistan,1179137138,Start
Qutbuddin Hilal,https://en.wikipedia.org/wiki/Qutbuddin_Hilal,Afghanistan,1246566795,Start
Mahboba Hoqomal,https://en.wikipedia.org/wiki/Mahboba_Hoqomal,Afghanistan,1243745950,Stub
Musa Hotak,https://en.wikipedia.org/wiki/Musa_Hotak,Afghanistan,1246566804,Start
Mirza Muhammad Ismail,https://en.wikipedia.org/wiki/Mirza_Muhammad_Ismail,Afghanistan,1235165845,C
Sayed Jalal,https://en.wikipedia.org/wiki/Sayed_Jalal,Afghanistan,1137130537,Start
Said Tayeb Jawad,https://en.wikipedia.org/wiki/Said_Tayeb_Jawad,Afghanistan,1248976824,C
Sayed Jalal Karim,https://en.wikipedia.org/wiki/Sayed_Jalal_Karim,Afghanistan,1136614743,Start
Hafizullah Shabaz Khail,https://en.wikipedia.org/wiki/Hafizullah_Shabaz_Khail,Afghanistan,1238402857,Start
Masoud Khalili,https://en.wikipedia.org/wiki/Masoud_Khalili,Afghanistan,1246566971,GA
Mohammad Khan (athlete),https://en.wikipedia.org/wiki/Mohammad_Khan_(athlete),Afghanistan,1247727443,Stub
Samoud Khan,https://en.wikipedia.org/wiki/Samoud_Khan,Afghanistan,1195409073,Start
Baran Khan Kudezai,https://en.wikipedia.org/wiki/Baran_Khan_Kudezai,Afghanistan,1176481824,Start
Azizullah Lodin,https://en.wikipedia.org/wiki/Azizullah_Lodin,Afghanistan,1247762293,Start
Razaq Mamoon,https://en.wikipedia.org/wiki/Razaq_Mamoon,Afghanistan,1227180106,Start
Fazel Ahmed Manawi,https://en.wikipedia.org/wiki/Fazel_Ahmed_Manawi,Afghanistan,1234514379,Start
Moeen Marastial,https://en.wikipedia.org/wiki/Moeen_Marastial,Afghanistan,1246567093,Start
Ahmad Wali Massoud,https://en.wikipedia.org/wiki/Ahmad_Wali_Massoud,Afghanistan,1221720658,Start
Mohammad Daud Miraki,https://en.wikipedia.org/wiki/Mohammad_Daud_Miraki,Afghanistan,1227103354,C
Abdul Sattar Mirzakwal,https://en.wikipedia.org/wiki/Abdul_Sattar_Mirzakwal,Afghanistan,1145249317,Stub
Abdul Karim Misaq,https://en.wikipedia.org/wiki/Abdul_Karim_Misaq,Afghanistan,1235405154,Stub
Ali Mohammad (politician),https://en.wikipedia.org/wiki/Ali_Mohammad_(politician),Afghanistan,1136630194,Stub
Nasruddin Mohseni,https://en.wikipedia.org/wiki/Nasruddin_Mohseni,Afghanistan,1136630129,Start
Davood Moradian,https://en.wikipedia.org/wiki/Davood_Moradian,Afghanistan,1239319380,Stub
Zalmai Mujadidi,https://en.wikipedia.org/wiki/Zalmai_Mujadidi,Afghanistan,1223903677,Start
Sardar Mohammad Nadir Naeem,https://en.wikipedia.org/wiki/Sardar_Mohammad_Nadir_Naeem,Afghanistan,1204109653,Stub
Daoud Naji,https://en.wikipedia.org/wiki/Daoud_Naji,Afghanistan,1247131367,Start
Gholam Rabani Nasher,https://en.wikipedia.org/wiki/Gholam_Rabani_Nasher,Afghanistan,1136534788,Stub
Ghulam Faroq Nijrabi,https://en.wikipedia.org/wiki/Ghulam_Faroq_Nijrabi,Afghanistan,1136614778,Stub
Zabih-U-llah Ghazi Noristani,https://en.wikipedia.org/wiki/Zabih-U-llah_Ghazi_Noristani,Afghanistan,1136614682,Start
Mohammed Tahir Omar,https://en.wikipedia.org/wiki/Mohammed_Tahir_Omar,Afghanistan,1185088733,Stub
Mohammed Qalamuddin,https://en.wikipedia.org/wiki/Mohammed_Qalamuddin,Afghanistan,1178097642,Stub
Ghulam Mohammad Rigi,https://en.wikipedia.org/wiki/Ghulam_Mohammad_Rigi,Afghanistan,1129192917,Stub
Ghulam Hassan Safi,https://en.wikipedia.org/wiki/Ghulam_Hassan_Safi,Afghanistan,1176507815,Stub
Hanifa Safi,https://en.wikipedia.org/wiki/Hanifa_Safi,Afghanistan,1123824802,Stub
Mohammed Zia Salehi,https://en.wikipedia.org/wiki/Mohammed_Zia_Salehi,Afghanistan,1225457074,Stub
Abdul Majid Samim,https://en.wikipedia.org/wiki/Abdul_Majid_Samim,Afghanistan,1225425205,Stub
Saber Sangar,https://en.wikipedia.org/wiki/Saber_Sangar,Afghanistan,1227951669,Stub
Sayed Nasim Mihanparast,https://en.wikipedia.org/wiki/Sayed_Nasim_Mihanparast,Afghanistan,1172646418,Stub
Suhail Shaheen,https://en.wikipedia.org/wiki/Suhail_Shaheen,Afghanistan,1198363158,Start
Fazal Hadi Shinwari,https://en.wikipedia.org/wiki/Fazal_Hadi_Shinwari,Afghanistan,1242412237,GA
Baktash Siawash,https://en.wikipedia.org/wiki/Baktash_Siawash,Afghanistan,1236603169,Stub
Hasan Ali Sultani,https://en.wikipedia.org/wiki/Hasan_Ali_Sultani,Afghanistan,1136614726,Stub
Mohammad Hashem Taufiqui,https://en.wikipedia.org/wiki/Mohammad_Hashem_Taufiqui,Afghanistan,1233490009,Start
Pacha Gul Wafadar,https://en.wikipedia.org/wiki/Pacha_Gul_Wafadar,Afghanistan,1227179979,Stub
Wahidullah Waissi,https://en.wikipedia.org/wiki/Wahidullah_Waissi,Afghanistan,1232389768,C
Ahmadullah Wasiq,https://en.wikipedia.org/wiki/Ahmadullah_Wasiq,Afghanistan,1171042170,Start
Gul Ahmmad Yama,https://en.wikipedia.org/wiki/Gul_Ahmmad_Yama,Afghanistan,1136614561,Start
Abdul Salam Zaeef,https://en.wikipedia.org/wiki/Abdul_Salam_Zaeef,Afghanistan,1243758857,GA
Abdul Zahir (Konar Education Minister),https://en.wikipedia.org/wiki/Abdul_Zahir_(Konar_Education_Minister),Afghanistan,1126667481,Stub
Mohammed Zaman,https://en.wikipedia.org/wiki/Mohammed_Zaman,Afghanistan,1229734414,Start
Ziauddin (Afghan militia leader),https://en.wikipedia.org/wiki/Ziauddin_(Afghan_militia_leader),Afghanistan,1150044800,Start
Qari Ziauddin,https://en.wikipedia.org/wiki/Qari_Ziauddin,Afghanistan,1245217124,Start
Abdul Ghafor Zori,https://en.wikipedia.org/wiki/Abdul_Ghafor_Zori,Afghanistan,1136614520,Stub
Ali Pasha of Gusinje,https://en.wikipedia.org/wiki/Ali_Pasha_of_Gusinje,Albania,1244421894,GA
Ylli Asllani,https://en.wikipedia.org/wiki/Ylli_Asllani,Albania,1221605713,Start
Azis Tahir Ajdonati,https://en.wikipedia.org/wiki/Azis_Tahir_Ajdonati,Albania,1192928746,Stub
Bislim Bajgora,https://en.wikipedia.org/wiki/Bislim_Bajgora,Albania,1217284690,C
Kastriot Berissa,https://en.wikipedia.org/wiki/Kastriot_Berissa,Albania,1244463139,Start
Bardhok Biba,https://en.wikipedia.org/wiki/Bardhok_Biba,Albania,1250227174,C
Kostandin Boshnjaku,https://en.wikipedia.org/wiki/Kostandin_Boshnjaku,Albania,1250227994,C
Spartak Braho,https://en.wikipedia.org/wiki/Spartak_Braho,Albania,1224650124,Start
Safet Butka,https://en.wikipedia.org/wiki/Safet_Butka,Albania,1189442848,C
Uran Butka,https://en.wikipedia.org/wiki/Uran_Butka,Albania,1196422551,Start
Refo Çapari,https://en.wikipedia.org/wiki/Refo_Çapari,Albania,1222381064,Start
Neritan Ceka,https://en.wikipedia.org/wiki/Neritan_Ceka,Albania,1184807608,Start
Hysni Curri,https://en.wikipedia.org/wiki/Hysni_Curri,Albania,1198914812,Start
Ibrahim Dalliu,https://en.wikipedia.org/wiki/Ibrahim_Dalliu,Albania,1248264998,Start
Niazi Demi,https://en.wikipedia.org/wiki/Niazi_Demi,Albania,1209346411,Stub
Abdurrahman Dibra,https://en.wikipedia.org/wiki/Abdurrahman_Dibra,Albania,1244008227,Start
Bujar Dida,https://en.wikipedia.org/wiki/Bujar_Dida,Albania,1222151681,C
Ahmed Dino,https://en.wikipedia.org/wiki/Ahmed_Dino,Albania,1209165678,Stub
Rasih Dino,https://en.wikipedia.org/wiki/Rasih_Dino,Albania,1180949327,Stub
Ferhat Bey Draga,https://en.wikipedia.org/wiki/Ferhat_Bey_Draga,Albania,1236738861,C
Nexhip Draga,https://en.wikipedia.org/wiki/Nexhip_Draga,Albania,1236738502,GA
Aqif Pasha Elbasani,https://en.wikipedia.org/wiki/Aqif_Pasha_Elbasani,Albania,1243882903,GA
Abas Ermenji,https://en.wikipedia.org/wiki/Abas_Ermenji,Albania,1240801210,Start
Qamil Musa Haxhi Feza,https://en.wikipedia.org/wiki/Qamil_Musa_Haxhi_Feza,Albania,1198224146,Stub
Themistokli Gërmenji,https://en.wikipedia.org/wiki/Themistokli_Gërmenji,Albania,1241037317,C
Sabri Godo,https://en.wikipedia.org/wiki/Sabri_Godo,Albania,1230739582,C
Mihal Grameno,https://en.wikipedia.org/wiki/Mihal_Grameno,Albania,1226635783,C
Aćif Hadžiahmetović,https://en.wikipedia.org/wiki/Aćif_Hadžiahmetović,Albania,1229938943,GA
High Council of Regency,https://en.wikipedia.org/wiki/High_Council_of_Regency,Albania,1245450388,C
Kurt Agë Kadiu,https://en.wikipedia.org/wiki/Kurt_Agë_Kadiu,Albania,1244486529,Stub
Mehmed Kalakula,https://en.wikipedia.org/wiki/Mehmed_Kalakula,Albania,1145510350,Stub
Alfred Karamuço,https://en.wikipedia.org/wiki/Alfred_Karamuço,Albania,1098236555,Stub
Ibrahim Karbunara,https://en.wikipedia.org/wiki/Ibrahim_Karbunara,Albania,1235824719,C
Ali Këlcyra,https://en.wikipedia.org/wiki/Ali_Këlcyra,Albania,1227369252,Start
Bajram Kelmendi,https://en.wikipedia.org/wiki/Bajram_Kelmendi,Albania,1237006808,Start
Kristo Kirka,https://en.wikipedia.org/wiki/Kristo_Kirka,Albania,1237950375,C
Elez Koçi,https://en.wikipedia.org/wiki/Elez_Koçi,Albania,1174010569,Start
Xhelal Koprëncka,https://en.wikipedia.org/wiki/Xhelal_Koprëncka,Albania,1209148780,Stub
Kryeziu family,https://en.wikipedia.org/wiki/Kryeziu_family,Albania,1236739222,Start
Artur Kuko,https://en.wikipedia.org/wiki/Artur_Kuko,Albania,1112281132,Stub
Xhavid Leskoviku,https://en.wikipedia.org/wiki/Xhavid_Leskoviku,Albania,1180950536,Start
Sabit Lulo,https://en.wikipedia.org/wiki/Sabit_Lulo,Albania,1180950488,Stub
Gjon Markagjoni,https://en.wikipedia.org/wiki/Gjon_Markagjoni,Albania,1227760361,C
Tefik Mborja,https://en.wikipedia.org/wiki/Tefik_Mborja,Albania,1234673487,Start
Hysni Milloshi,https://en.wikipedia.org/wiki/Hysni_Milloshi,Albania,1218412314,Start
Musa Qazimi,https://en.wikipedia.org/wiki/Musa_Qazimi,Albania,1235824584,GA
Mustafa Ndroqi,https://en.wikipedia.org/wiki/Mustafa_Ndroqi,Albania,1198219291,Stub
Behxhet Nepravishta,https://en.wikipedia.org/wiki/Behxhet_Nepravishta,Albania,1180949734,Stub
Adrian Neritani,https://en.wikipedia.org/wiki/Adrian_Neritani,Albania,1196135017,Start
Sali Nivica,https://en.wikipedia.org/wiki/Sali_Nivica,Albania,1240539074,Start
Thoma Orologa,https://en.wikipedia.org/wiki/Thoma_Orologa,Albania,1180949774,Start
Bedri Pejani,https://en.wikipedia.org/wiki/Bedri_Pejani,Albania,1220757655,C
Kadri Prishtina,https://en.wikipedia.org/wiki/Kadri_Prishtina,Albania,1198167947,Start
Ymer Prizreni,https://en.wikipedia.org/wiki/Ymer_Prizreni,Albania,1215667416,Start
Avni Rustemi,https://en.wikipedia.org/wiki/Avni_Rustemi,Albania,1229276965,Start
Chatin Sarachi,https://en.wikipedia.org/wiki/Chatin_Sarachi,Albania,1141930406,C
Nebi Sefa,https://en.wikipedia.org/wiki/Nebi_Sefa,Albania,1244486537,Stub
Eduard Shalsi,https://en.wikipedia.org/wiki/Eduard_Shalsi,Albania,1173107489,Start
Ylli Vesel Shehu,https://en.wikipedia.org/wiki/Ylli_Vesel_Shehu,Albania,1250811470,Stub
Athanas Shundi,https://en.wikipedia.org/wiki/Athanas_Shundi,Albania,1220369492,C
Xhelal Sveçla,https://en.wikipedia.org/wiki/Xhelal_Sveçla,Albania,1217259369,Start
Mehmet Tahsini,https://en.wikipedia.org/wiki/Mehmet_Tahsini,Albania,1239924043,Stub
Ibrahim Temo,https://en.wikipedia.org/wiki/Ibrahim_Temo,Albania,1228151428,GA
Afrim Tole,https://en.wikipedia.org/wiki/Afrim_Tole,Albania,1241836925,Stub
Syreja Vlora,https://en.wikipedia.org/wiki/Syreja_Vlora,Albania,1186986269,Start
Visarion Xhuvani,https://en.wikipedia.org/wiki/Visarion_Xhuvani,Albania,1135323365,C
Visar Ymeri,https://en.wikipedia.org/wiki/Visar_Ymeri,Albania,1248230838,Stub
Abdyl Ypi,https://en.wikipedia.org/wiki/Abdyl_Ypi,Albania,1220281072,Stub
Xhezair Zaganjori,https://en.wikipedia.org/wiki/Xhezair_Zaganjori,Albania,1143896123,Start
Menduh Zavalani,https://en.wikipedia.org/wiki/Menduh_Zavalani,Albania,1235824554,FA
Abdelkader Zoukh,https://en.wikipedia.org/wiki/Abdelkader_Zoukh,Algeria,1250270534,Start
Chaâbane Aït Abderrahim,https://en.wikipedia.org/wiki/Chaâbane_Aït_Abderrahim,Algeria,1234096174,Start
Ali Aoun,https://en.wikipedia.org/wiki/Ali_Aoun,Algeria,1214835889,Start
Basma Azouar,https://en.wikipedia.org/wiki/Basma_Azouar,Algeria,1192088820,Stub
Mohamed Seghir Babes,https://en.wikipedia.org/wiki/Mohamed_Seghir_Babes,Algeria,1226280389,Stub
Noureddine Bahbouh,https://en.wikipedia.org/wiki/Noureddine_Bahbouh,Algeria,1099284595,Stub
Lamine Bechichi,https://en.wikipedia.org/wiki/Lamine_Bechichi,Algeria,1111537825,Stub
Aïssa Bekkai,https://en.wikipedia.org/wiki/Aïssa_Bekkai,Algeria,1219685755,Stub
Abdelhakim Belabed,https://en.wikipedia.org/wiki/Abdelhakim_Belabed,Algeria,1218173615,Start
Mohamed Tarek Belaribi,https://en.wikipedia.org/wiki/Mohamed_Tarek_Belaribi,Algeria,1241671793,Start
Kamel Beldjoud,https://en.wikipedia.org/wiki/Kamel_Beldjoud,Algeria,1214832676,Stub
Aboubakr Belkaid,https://en.wikipedia.org/wiki/Aboubakr_Belkaid,Algeria,1176411375,Start
Youcef Belmehdi,https://en.wikipedia.org/wiki/Youcef_Belmehdi,Algeria,1239235131,Stub
Mohamed Cherif Belmihoub,https://en.wikipedia.org/wiki/Mohamed_Cherif_Belmihoub,Algeria,1226553342,Start
Mohamed Belouizdad,https://en.wikipedia.org/wiki/Mohamed_Belouizdad,Algeria,1169278443,Start
Benaouda Hadj Hacène Bachterzi,https://en.wikipedia.org/wiki/Benaouda_Hadj_Hacène_Bachterzi,Algeria,1237478919,Stub
Souad Bendjaballah,https://en.wikipedia.org/wiki/Souad_Bendjaballah,Algeria,1134649751,Stub
Abdelkrim Benmbarek,https://en.wikipedia.org/wiki/Abdelkrim_Benmbarek,Algeria,1245801726,Stub
Mohamed Bensalam,https://en.wikipedia.org/wiki/Mohamed_Bensalam,Algeria,1235672021,Stub
Fayçal Bentaleb,https://en.wikipedia.org/wiki/Fayçal_Bentaleb,Algeria,1217131488,Stub
Ahmed Bidani,https://en.wikipedia.org/wiki/Ahmed_Bidani,Algeria,1212186965,Start
Kamel Bidari,https://en.wikipedia.org/wiki/Kamel_Bidari,Algeria,1249963763,GA
Rachid Bladehane,https://en.wikipedia.org/wiki/Rachid_Bladehane,Algeria,1186319378,Stub
Saïd Boualam,https://en.wikipedia.org/wiki/Saïd_Boualam,Algeria,1240883461,Start
Rabah Bouaziz,https://en.wikipedia.org/wiki/Rabah_Bouaziz,Algeria,1232492563,Start
Abdeslam Bouchouareb,https://en.wikipedia.org/wiki/Abdeslam_Bouchouareb,Algeria,1203569345,Stub
Ibrahim Boughali,https://en.wikipedia.org/wiki/Ibrahim_Boughali,Algeria,1230623499,Stub
Yahia Boukhari,https://en.wikipedia.org/wiki/Yahia_Boukhari,Algeria,1186319308,Stub
Mohamed Bouslimani,https://en.wikipedia.org/wiki/Mohamed_Bouslimani,Algeria,1224118485,Stub
Foued Chehat,https://en.wikipedia.org/wiki/Foued_Chehat,Algeria,1242037866,Stub
Hamza Al Sid Cheikh,https://en.wikipedia.org/wiki/Hamza_Al_Sid_Cheikh,Algeria,1248318178,Stub
Hocine Cherhabil,https://en.wikipedia.org/wiki/Hocine_Cherhabil,Algeria,1242619010,Stub
Abderrahmane Meziane Chérif,https://en.wikipedia.org/wiki/Abderrahmane_Meziane_Chérif,Algeria,1220757834,Start
Saïd Chibane,https://en.wikipedia.org/wiki/Saïd_Chibane,Algeria,1230435685,Stub
Brahim Chibout,https://en.wikipedia.org/wiki/Brahim_Chibout,Algeria,1053460621,Stub
Youcef Chorfa,https://en.wikipedia.org/wiki/Youcef_Chorfa,Algeria,1214834266,Start
Fazia Dahleb,https://en.wikipedia.org/wiki/Fazia_Dahleb,Algeria,1244337610,Stub
Taha Derbal,https://en.wikipedia.org/wiki/Taha_Derbal,Algeria,1213344636,Stub
Nassim Diafat,https://en.wikipedia.org/wiki/Nassim_Diafat,Algeria,1213342432,Stub
Mokhtar Didouche,https://en.wikipedia.org/wiki/Mokhtar_Didouche,Algeria,1227200392,Start
Bouras Djamel,https://en.wikipedia.org/wiki/Bouras_Djamel,Algeria,1226437538,Stub
Fatiha Serour,https://en.wikipedia.org/wiki/Fatiha_Serour,Algeria,1218302579,Start
Ahmed Hamiani,https://en.wikipedia.org/wiki/Ahmed_Hamiani,Algeria,1226452639,Stub
Nadir Kassab,https://en.wikipedia.org/wiki/Nadir_Kassab,Algeria,1226271746,Stub
Brahim Djamel Kassali,https://en.wikipedia.org/wiki/Brahim_Djamel_Kassali,Algeria,1172500304,Start
Kaoutar Krikou,https://en.wikipedia.org/wiki/Kaoutar_Krikou,Algeria,1213795388,Stub
Sassi Lamouri,https://en.wikipedia.org/wiki/Sassi_Lamouri,Algeria,1181986973,Stub
Mohamed Maghlaoui,https://en.wikipedia.org/wiki/Mohamed_Maghlaoui,Algeria,1053469610,Stub
Amar Makhloufi,https://en.wikipedia.org/wiki/Amar_Makhloufi,Algeria,1235394946,Stub
Yassine Merabi,https://en.wikipedia.org/wiki/Yassine_Merabi,Algeria,1214841607,Stub
Brahim Merad,https://en.wikipedia.org/wiki/Brahim_Merad,Algeria,1244511083,Start
Bachir Messaitfa,https://en.wikipedia.org/wiki/Bachir_Messaitfa,Algeria,1186318318,Stub
Azzedine Mihoubi,https://en.wikipedia.org/wiki/Azzedine_Mihoubi,Algeria,1233387309,Start
Mohamed Ali Boughazi,https://en.wikipedia.org/wiki/Mohamed_Ali_Boughazi,Algeria,1213870570,Start
Amar Mohammedi,https://en.wikipedia.org/wiki/Amar_Mohammedi,Algeria,1226279231,Start
Samia Moualfi,https://en.wikipedia.org/wiki/Samia_Moualfi,Algeria,1212181372,Stub
Soraya Mouloudji,https://en.wikipedia.org/wiki/Soraya_Mouloudji,Algeria,1226335614,Stub
Yacine Oualid,https://en.wikipedia.org/wiki/Yacine_Oualid,Algeria,1214837789,Stub
Cherif Rahmani,https://en.wikipedia.org/wiki/Cherif_Rahmani,Algeria,1053461144,Stub
Lakhdar Rakhroukh,https://en.wikipedia.org/wiki/Lakhdar_Rakhroukh,Algeria,1186317568,Stub
Laid Rebiga,https://en.wikipedia.org/wiki/Laid_Rebiga,Algeria,1248662394,Stub
Kamel Rezig,https://en.wikipedia.org/wiki/Kamel_Rezig,Algeria,1215901775,Stub
Salim Saadi,https://en.wikipedia.org/wiki/Salim_Saadi,Algeria,1229426851,Stub
Abdelhak Saihi,https://en.wikipedia.org/wiki/Abdelhak_Saihi,Algeria,1218004839,Stub
Hichem Sofiane Salaouatchi,https://en.wikipedia.org/wiki/Hichem_Sofiane_Salaouatchi,Algeria,1212186286,Stub
Naima Salhi,https://en.wikipedia.org/wiki/Naima_Salhi,Algeria,1213404244,Stub
Abderezak Sebgag,https://en.wikipedia.org/wiki/Abderezak_Sebgag,Algeria,1212579707,Stub
Abderrachid Tabbi,https://en.wikipedia.org/wiki/Abderrachid_Tabbi,Algeria,1218530483,Stub
Karim Bibi Triki,https://en.wikipedia.org/wiki/Karim_Bibi_Triki,Algeria,1213794210,Start
Layachi Yaker,https://en.wikipedia.org/wiki/Layachi_Yaker,Algeria,1226060720,Start
Ahmed Zeghdar,https://en.wikipedia.org/wiki/Ahmed_Zeghdar,Algeria,1213778323,Stub
Adão Francisco Correia de Almeida,https://en.wikipedia.org/wiki/Adão_Francisco_Correia_de_Almeida,Angola,1209524394,Stub
Ana Paula Chantre Luna de Carvalho,https://en.wikipedia.org/wiki/Ana_Paula_Chantre_Luna_de_Carvalho,Angola,1209514022,Stub
Alexandre Sebastião André,https://en.wikipedia.org/wiki/Alexandre_Sebastião_André,Angola,1172178750,Stub
Paulino Baptista,https://en.wikipedia.org/wiki/Paulino_Baptista,Angola,1242307496,Start
Bernarda Gonçalves Martins,https://en.wikipedia.org/wiki/Bernarda_Gonçalves_Martins,Angola,1210193481,Stub
João Baptista Borges,https://en.wikipedia.org/wiki/João_Baptista_Borges,Angola,1227794006,C
Carolina Cerqueira,https://en.wikipedia.org/wiki/Carolina_Cerqueira,Angola,1241977204,C
Arlete Chimbinda,https://en.wikipedia.org/wiki/Arlete_Chimbinda,Angola,1177486404,Start
Kafundanga Chingunji,https://en.wikipedia.org/wiki/Kafundanga_Chingunji,Angola,1191431794,Stub
Jeremias Chitunda,https://en.wikipedia.org/wiki/Jeremias_Chitunda,Angola,1220287872,Start
Abel Chivukuvuku,https://en.wikipedia.org/wiki/Abel_Chivukuvuku,Angola,1165626565,Start
Fiel Domingos Constantino,https://en.wikipedia.org/wiki/Fiel_Domingos_Constantino,Angola,1217387083,Stub
Adalberto Costa Júnior,https://en.wikipedia.org/wiki/Adalberto_Costa_Júnior,Angola,1244123151,Stub
Adjany Costa,https://en.wikipedia.org/wiki/Adjany_Costa,Angola,1242000475,Start
Álvaro Arnaldo Craveiro,https://en.wikipedia.org/wiki/Álvaro_Arnaldo_Craveiro,Angola,1194150567,Stub
Raul Danda,https://en.wikipedia.org/wiki/Raul_Danda,Angola,1158035855,Stub
Diamantino Pedro Azevedo,https://en.wikipedia.org/wiki/Diamantino_Pedro_Azevedo,Angola,1209522689,Stub
Faustina Fernandes Inglês de Almeida Alves,https://en.wikipedia.org/wiki/Faustina_Fernandes_Inglês_de_Almeida_Alves,Angola,1209514085,Stub
Abraão Gourgel,https://en.wikipedia.org/wiki/Abraão_Gourgel,Angola,1124441544,Stub
Jofre Van-Dúnem Júnior,https://en.wikipedia.org/wiki/Jofre_Van-Dúnem_Júnior,Angola,1242307432,Stub
José Carvalho da Rocha,https://en.wikipedia.org/wiki/José_Carvalho_da_Rocha,Angola,1242307441,Stub
José Luis de Matos,https://en.wikipedia.org/wiki/José_Luis_de_Matos,Angola,1242307337,Stub
Kambamba Kulaxingo,https://en.wikipedia.org/wiki/Kambamba_Kulaxingo,Angola,1093124425,Stub
Jesus Faria Maiato,https://en.wikipedia.org/wiki/Jesus_Faria_Maiato,Angola,1209631313,Stub
Manuel Neto da Costa,https://en.wikipedia.org/wiki/Manuel_Neto_da_Costa,Angola,1209411144,Stub
Manuel Tavares de Almeida,https://en.wikipedia.org/wiki/Manuel_Tavares_de_Almeida,Angola,1209411217,Stub
Marcos Alexandre Nhunga,https://en.wikipedia.org/wiki/Marcos_Alexandre_Nhunga,Angola,1209413818,Stub
Maria Cândida Pereira Teixeira,https://en.wikipedia.org/wiki/Maria_Cândida_Pereira_Teixeira,Angola,1218506469,Stub
Maria do Rosário Teixeira de Alva Sequeira Bragança Sambo,https://en.wikipedia.org/wiki/Maria_do_Rosário_Teixeira_de_Alva_Sequeira_Bragança_Sambo,Angola,1209513699,Stub
David Mendes,https://en.wikipedia.org/wiki/David_Mendes,Angola,1024544204,Stub
Saíde Mingas,https://en.wikipedia.org/wiki/Saíde_Mingas,Angola,1242306726,GA
